Mod:Item:MetaData, Localized Name
opencomputers:material:21, Корпус микроконтроллера (2-ой уровень)
opencomputers:material:22, Корпус микроконтроллера (Креатив)
opencomputers:material:16, Цифровой блок клавиш
opencomputers:material:4, Печатная плата
opencomputers:material:2, Основа для печатной платы
opencomputers:material:17, Корпус планшета (1-ый уровень)
opencomputers:material:18, Корпус планшета (2-ой уровень)
opencomputers:material:19, Корпус планшета (Креатив)
opencomputers:material:6, Транзистор
opencomputers:tool:0, Анализатор
opencomputers:tool:1, Сетевой отладчик
opencomputers:tool:4, Руководство OpenComputers
opencomputers:tool:5, Нанороботы
opencomputers:tool:2, Беспроводной терминал
opencomputers:tool:3, Определитель текстур
opencomputers:wrench, Ключ
opencomputers:hoverboots, Парящие ботинки
opencomputers:component:16, Процессор с видеокартой (APU) (1-ый уровень)
opencomputers:component:17, Процессор с видеокартой (APU) (2-ой уровень)
opencomputers:component:18, Процессор с видеокартой (APU) (Творческий)
opencomputers:component:3, Компонентная шина (1-ый уровень)
opencomputers:component:4, Компонентная шина (2-ой уровень)
opencomputers:component:5, Компонентная шина (3-ий уровень)
opencomputers:component:0, Центральный процессор (ЦП) (1-ый уровень)
opencomputers:component:1, Центральный процессор (ЦП) (2-ой уровень)
opencomputers:component:2, Центральный процессор (ЦП) (3-ий уровень)
opencomputers:component:20, Дисковод (для серверной стойки)
opencomputers:component:6, Память (1-ый уровень)
opencomputers:component:7, Память (Уровень 1.5)
opencomputers:component:8, Память (2-ой уровень)
opencomputers:component:9, Память (Уровень 2.5)
opencomputers:component:10, Память (3-ий уровень)
opencomputers:component:11, Память (Уровень 3.5)
opencomputers:component:13, Сервер (1-ый уровень)
opencomputers:component:14, Сервер (2-ой уровень)
opencomputers:component:15, Сервер (3-ий уровень)
opencomputers:component:12, Сервер (Творческий)
opencomputers:component:19, Терминальный сервер
opencomputers:card:10, Карта данных (1-ый уровень)
opencomputers:card:11, Карта данных (2-ой уровень)
opencomputers:card:12, Карта данных (3-ий уровень)
opencomputers:card:0, Отладочная карта
opencomputers:card:1, Видеокарта (1-ый уровень)
opencomputers:card:2, Видеокарта (2-ой уровень)
opencomputers:card:3, Видеокарта (3-ий уровень)
opencomputers:card:8, Интернет карта
opencomputers:card:9, Соединённая карта
opencomputers:card:6, Сетевая карта
opencomputers:card:4, Плата на красном камне (1-ый уровень)
opencomputers:card:7, Плата беспроводной сети (2-ой уровень)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, "Ангельское" улучшение
opencomputers:upgrade:1, Улучшение "Ёмкость" (1-ый уровень)
opencomputers:upgrade:2, Улучшение "Ёмкость" (2-ой уровень)
opencomputers:upgrade:3, Улучшение "Ёмкость" (3-ий уровень)
opencomputers:upgrade:4, Улучшение "Загрузчик чанков"
opencomputers:upgrade:5, Контейнер для карты (1-ый уровень)
opencomputers:upgrade:6, Контейнер для карты (2-ой уровень)
opencomputers:upgrade:7, Контейнер для карты (3-ий уровень)
opencomputers:upgrade:8, Контейнер для улучшения (1-ый уровень)
opencomputers:upgrade:9, Контейнер для улучшения (2-ой уровень)
opencomputers:upgrade:10, Контейнер для улучшения (3-ий уровень)
opencomputers:upgrade:11, Улучшение "Верстак"
opencomputers:upgrade:12, Улучшение "База данных" (1-ый уровень)
opencomputers:upgrade:13, Улучшение "База данных" (2-ой уровень)
opencomputers:upgrade:14, Улучшение "База данных" (3-ий уровень)
opencomputers:upgrade:15, Улучшение "Опыт"
opencomputers:upgrade:16, Улучшение "Генератор"
opencomputers:upgrade:27, Улучшение "Парение" (1-ый уровень)
opencomputers:upgrade:28, Улучшение "Парение" (2-ый уровень)
opencomputers:upgrade:17, Улучшение "Инвентарь"
opencomputers:upgrade:18, Улучшение "Контроллер инвентаря"
opencomputers:upgrade:26, Улучшение "Поводок"
opencomputers:upgrade:30, МФУ
opencomputers:upgrade:19, Улучшение "Навигация"
opencomputers:upgrade:20, Улучшение "Поршень"
opencomputers:upgrade:21, Улучшение "Контроллер табличек"
opencomputers:upgrade:22, Улучшение "Солнечный генератор"
opencomputers:upgrade:23, Улучшение "Бак для жидкостей"
opencomputers:upgrade:24, Улучшение "Контроллер бака"
opencomputers:upgrade:25, Улучшение "Притягивающий луч"
opencomputers:upgrade:29, Улучшение "Торговля"
opencomputers:upgrade:31, Плата беспроводной сети (1-ый уровень)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Дискета
opencomputers:storage:2, Жёсткий диск (1-ый уровень) (1MB)
opencomputers:storage:3, Жёсткий диск (2-ой уровень) (2MB)
opencomputers:storage:4, Жёсткий диск (3-ий уровень) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Микроконтроллер
opencomputers:misc:0, Creatix
opencomputers:misc:0, Планшет
opencomputers:misc:0, Парящие ботинки
opencomputers:misc:0, EEPROM (Lua BIOS)
ic2:te:1, Промышленный динамит
ic2:te:2, Ядерная бомба
ic2:te:3, Генератор
ic2:te:4, Геотермальный генератор
ic2:te:5, Кинетический генератор
ic2:te:6, Радиоизотопный термоэлектрический генератор
ic2:te:7, Полужидкостный генератор
ic2:te:8, Солнечная панель
ic2:te:9, Генератор Стирлинга
ic2:te:10, Гидрогенератор
ic2:te:11, Ветрогенератор
ic2:te:12, Электрический теплогенератор
ic2:te:13, Жидкостный теплогенератор
ic2:te:14, Радиоизотопный теплогенератор
ic2:te:15, Твердотопливный теплогенератор
ic2:te:16, Электрический кинетический генератор
ic2:te:17, Ручной кинетический генератор
ic2:te:18, Кинетический парогенератор
ic2:te:19, Кинетический генератор Стирлинга
ic2:te:20, Кинетический гидрогенератор
ic2:te:21, Кинетический ветрогенератор
ic2:te:22, Ядерный реактор
ic2:te:23, Реакторный люк
ic2:te:24, Реакторная камера
ic2:te:25, Реакторный насос-порт
ic2:te:26, Реакторный проводник красного сигнала
ic2:te:27, Конденсатор пара
ic2:te:28, Разливочная машина
ic2:te:29, Жидкостный распределитель
ic2:te:30, Регулятор жидкости
ic2:te:31, Жидкостный теплообменник
ic2:te:32, Помпа
ic2:te:33, Солнечный опреснитель
ic2:te:34, Парогенератор
ic2:te:35, Предметный буфер
ic2:te:36, Электролампа
ic2:te:37, Намагничиватель
ic2:te:38, Электрическая сортирующая машина
ic2:te:39, Телепорт
ic2:te:40, Терраформер
ic2:te:41, Катушка Теслы
ic2:te:42, Наполнитель
ic2:te:43, Сжиматель
ic2:te:44, Электрическая печь
ic2:te:45, Экстрактор
ic2:te:46, Железная печь
ic2:te:47, Дробитель
ic2:te:48, Утилизатор
ic2:te:49, Консервирующая машина
ic2:te:50, Доменная печь
ic2:te:51, Режущая машина
ic2:te:52, Тепловая центрифуга
ic2:te:53, Ферментер
ic2:te:54, Индукционная печь
ic2:te:55, Металлоформовочная машина
ic2:te:56, Рудопромывочная машина
ic2:te:57, Улучшенная буровая установка
ic2:te:58, Сборщик урожая
ic2:te:59, Автосадовник
ic2:te:60, Буровая установка
ic2:te:92, Генератор материи
ic2:te:93, Сборочный стол для материи
ic2:te:61, Генератор жидкой материи
ic2:te:62, Хранилище шаблонов
ic2:te:63, Репликатор
ic2:te:64, Сканер
ic2:te:65, Энергообменник
ic2:te:66, Личный сейф
ic2:te:67, Ресурсообменник
ic2:te:94, Trading Terminal
ic2:te:68, Заряжающая плита (Эн.хр)
ic2:te:69, Заряжающая плита (МЭСН)
ic2:te:70, Заряжающая плита (МФЭ)
ic2:te:71, Заряжающая плита (МФСУ)
ic2:te:72, Энергохранилище
ic2:te:73, МЭСН
ic2:te:74, МФЭ
ic2:te:75, МФСУ
ic2:te:76, Электролизёр
ic2:te:77, Трансформатор НН
ic2:te:78, Трансформатор СН
ic2:te:79, Трансформатор ВН
ic2:te:80, Трансформатор СВН
ic2:te:81, Бак
ic2:te:82, Загрузчик чанков
ic2:te:83, Компактный предметный буфер
ic2:te:86, Творческий генератор
ic2:te:87, Преобразователь пара
ic2:te:90, Весовой жидкостный распределитель
ic2:te:91, Весовой предметный распределитель
ic2:te:84, Впрыскиватель реакторного хладагента (красного)
ic2:te:85, Впрыскиватель реакторного хладагента (лазуритового)
ic2:te:88, Промышленный верстак
ic2:te:89, Автоматический верстак
ic2:te:100, Коксовая батарея
ic2:te:101, Люк коксовой батареи
ic2:te:102, Поддон коксовой батареи
ic2:te:111, Деревянный контейнер
ic2:te:112, Железный контейнер
ic2:te:113, Бронзовый контейнер
ic2:te:114, Стальной контейнер
ic2:te:115, Иридиевый контейнер
ic2:te:131, Бронзовый бак
ic2:te:132, Железный бак
ic2:te:133, Стальной бак
ic2:te:134, Иридиевый бак
ic2:resource:0, Базальт
ic2:resource:1, Медная руда
ic2:resource:2, Свинцовая руда
ic2:resource:3, Оловянная руда
ic2:resource:4, Урановая руда
ic2:resource:5, Бронзовый блок
ic2:resource:6, Медный блок
ic2:resource:7, Свинцовый блок
ic2:resource:8, Стальной блок
ic2:resource:9, Оловянный блок
ic2:resource:10, Урановый блок
ic2:resource:11, Укреплённый камень
ic2:resource:12, Базовый корпус машины
ic2:resource:13, Улучшенный корпус машины
ic2:resource:14, Реакторный корпус
ic2:resource:15, Серебряный блок
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Леса
ic2:scaffold:1, Укреплённые леса
ic2:scaffold:2, Железные леса
ic2:scaffold:3, Укреплённые железные леса
ic2:fence:0, Железный забор
ic2:sheet:0, Латексный лист
ic2:sheet:1, Резиновый лист
ic2:sheet:2, Шерстяной лист
ic2:glass:0, Укреплённое стекло
ic2:foam:0, Строительная пена
ic2:foam:1, Укреплённая строительная пена
ic2:wall:0, Чёрный пенобетон
ic2:wall:1, Синий пенобетон
ic2:wall:2, Коричневый пенобетон
ic2:wall:3, Бирюзовый пенобетон
ic2:wall:4, Серый пенобетон
ic2:wall:5, Зелёный пенобетон
ic2:wall:6, Голубой пенобетон
ic2:wall:7, Светло-серый пенобетон
ic2:wall:8, Лаймовый пенобетон
ic2:wall:9, Сиреневый пенобетон
ic2:wall:10, Оранжевый пенобетон
ic2:wall:11, Розовый пенобетон
ic2:wall:12, Фиолетовый пенобетон
ic2:wall:13, Красный пенобетон
ic2:wall:14, Белый пенобетон
ic2:wall:15, Жёлтый пенобетон
ic2:mining_pipe:0, Буровая труба
ic2:reinforced_door, ic2.reinforced_door.name
ic2:refractory_bricks, ic2.refractory_bricks.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:creosote, ic2.creosote.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:milk, ic2.milk.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, Повреждённая резиновая шлюпка
ic2:boat:1, Резиновая шлюпка
ic2:boat:2, Углепластиковое каноэ
ic2:boat:3, Электролодка
ic2:barrel, ic2.barrel.name
ic2:mug:0, Каменная кружка
ic2:mug:1, Холодный кофе
ic2:mug:2, Тёмный кофе
ic2:mug:3, Кофе
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, Измельчённая медная руда
ic2:crushed:1, Измельчённая золотая руда
ic2:crushed:2, Измельчённая железная руда
ic2:crushed:3, Измельчённая свинцовая руда
ic2:crushed:4, Измельчённая серебряная руда
ic2:crushed:5, Измельчённая оловянная руда
ic2:crushed:6, Измельчённая урановая руда
ic2:purified:0, Очищенная измельчённая медная руда
ic2:purified:1, Очищенная измельчённая золотая руда
ic2:purified:2, Очищенная измельчённая железная руда
ic2:purified:3, Очищенная измельчённая свинцовая руда
ic2:purified:4, Очищенная измельчённая серебряная руда
ic2:purified:5, Очищенная измельчённая оловянная руда
ic2:purified:6, Очищенная измельчённая урановая руда
ic2:dust:0, Бронзовая пыль
ic2:dust:1, Глиняная пыль
ic2:dust:2, Угольная пыль
ic2:dust:3, Гидратированная угольная пыль
ic2:dust:4, Медная пыль
ic2:dust:5, Алмазная пыль
ic2:dust:6, Энергетическая пыль
ic2:dust:7, Золотая пыль
ic2:dust:8, Железная пыль
ic2:dust:9, Лазуритовая пыль
ic2:dust:10, Свинцовая пыль
ic2:dust:11, Литиевая пыль
ic2:dust:12, Обсидиановая пыль
ic2:dust:13, Диоксид кремния
ic2:dust:14, Серебряная пыль
ic2:dust:15, Каменная пыль
ic2:dust:16, Серная пыль
ic2:dust:17, Оловянная пыль
ic2:dust:18, Небольшая кучка бронзовой пыли
ic2:dust:19, Небольшая кучка медной пыли
ic2:dust:20, Небольшая кучка золотой пыли
ic2:dust:21, Небольшая кучка железной пыли
ic2:dust:22, Небольшая кучка лазуритовой пыли
ic2:dust:23, Небольшая кучка свинцовой пыли
ic2:dust:24, Небольшая кучка литиевой пыли
ic2:dust:25, Небольшая кучка обсидиановой пыли
ic2:dust:26, Небольшая кучка серебряной пыли
ic2:dust:27, Небольшая кучка серной пыли
ic2:dust:28, Небольшая кучка оловянной пыли
ic2:dust:29, Гидратированная оловянная пыль
ic2:dust:30, Netherrack Dust
ic2:dust:31, Ender Pearl Dust
ic2:dust:32, Ender Eye Dust
ic2:dust:33, Milk Powder
ic2:dust:34, Emerald Dust
ic2:dust:35, Tiny Pile of Emerald Dust
ic2:dust:36, Tiny Pile of Diamond Dust
ic2:ingot:0, Композитный слиток
ic2:ingot:1, Бронзовый слиток
ic2:ingot:2, Медный слиток
ic2:ingot:3, Свинцовый слиток
ic2:ingot:4, Серебряный слиток
ic2:ingot:5, Стальной слиток
ic2:ingot:6, Оловянный слиток
ic2:plate:0, Бронзовая пластина
ic2:plate:1, Медная пластина
ic2:plate:2, Золотая пластина
ic2:plate:3, Железная пластина
ic2:plate:4, Лазуритовая пластина
ic2:plate:5, Свинцовая пластина
ic2:plate:6, Обсидиановая пластина
ic2:plate:7, Стальная пластина
ic2:plate:8, Оловянная пластина
ic2:plate:9, Плотная бронзовая пластина
ic2:plate:10, Плотная медная пластина
ic2:plate:11, Плотная золотая пластина
ic2:plate:12, Плотная железная пластина
ic2:plate:13, Плотная лазуритовая пластина
ic2:plate:14, Плотная свинцовая пластина
ic2:plate:15, Плотная обсидиановая пластина
ic2:plate:16, Плотная стальная пластина
ic2:plate:17, Плотная оловянная пластина
ic2:casing:0, Бронзовая оболочка
ic2:casing:1, Медная оболочка
ic2:casing:2, Золотая оболочка
ic2:casing:3, Железная оболочка
ic2:casing:4, Свинцовая оболочка
ic2:casing:5, Стальная оболочка
ic2:casing:6, Оловянная оболочка
ic2:nuclear:0, Обогащённое урановое ядерное топливо
ic2:nuclear:1, Уран-235
ic2:nuclear:2, Уран-238
ic2:nuclear:3, Плутоний
ic2:nuclear:4, Ядерное топливо MOX
ic2:nuclear:5, Кусочек урана-235
ic2:nuclear:6, Кусочек урана-238
ic2:nuclear:7, Кусочек плутония
ic2:nuclear:8, Пеллеты обогащённого уранового ядерного топлива
ic2:nuclear:9, Пеллеты ядерного топлива MOX
ic2:nuclear:10, Пеллета РИТЭГ-топлива
ic2:nuclear:11, Топливный стержень (Обеднённый уран)
ic2:nuclear:12, Сдвоенный топливный стержень (Обеднённый уран)
ic2:nuclear:13, Счетверённый топливный стержень (Обеднённый уран)
ic2:nuclear:14, Топливный стержень (Обеднённый MOX)
ic2:nuclear:15, Сдвоенный топливный стержень (Обеднённый MOX)
ic2:nuclear:16, Счетверённый топливный стержень (Обеднённый MOX)
ic2:misc_resource:0, Пепел
ic2:misc_resource:1, Иридиевая руда
ic2:misc_resource:2, Осколок иридия
ic2:misc_resource:3, Материя
ic2:misc_resource:4, Латекс
ic2:misc_resource:5, Шлак
ic2:misc_resource:6, Иод
ic2:misc_resource:7, Вода
ic2:misc_resource:8, Лава
ic2:crafting:0, Резина
ic2:crafting:1, Электросхема
ic2:crafting:2, Улучшенная электросхема
ic2:crafting:3, Композит
ic2:crafting:4, Укреплённая иридиевая пластина
ic2:crafting:5, Катушка
ic2:crafting:6, Электромотор
ic2:crafting:7, Теплопровод
ic2:crafting:8, Медный нагреватель
ic2:crafting:9, Топливный стержень (Пустой)
ic2:crafting:10, Консервная банка
ic2:crafting:11, Малый силовой агрегат
ic2:crafting:12, Силовой агрегат
ic2:crafting:13, Углеволокно
ic2:crafting:14, Углеткань
ic2:crafting:15, Углепластик
ic2:crafting:16, Угольный шарик
ic2:crafting:17, Сжатый угольный шарик
ic2:crafting:18, Угольная глыба
ic2:crafting:19, Промышленный алмаз
ic2:crafting:20, Биомасса
ic2:crafting:21, Отходы
ic2:crafting:23, Утильсырьё
ic2:crafting:24, Коробка утильсырья
ic2:crafting:25, Строительный порошок
ic2:crafting:27, Необработанный кристалл памяти
ic2:crafting:29, Железный стержень
ic2:crafting:30, Стальной стержень
ic2:crafting:31, Деревянная лопасть ротора
ic2:crafting:32, Железная лопасть ротора
ic2:crafting:33, Стальная лопасть ротора
ic2:crafting:34, Углеволоконная лопасть ротора
ic2:crafting:35, Лопасть паровой турбины
ic2:crafting:36, Паровая турбина
ic2:crafting:37, Крепёж для реактивного ранца
ic2:crafting:38, Промышленная монета
ic2:crafting:41, Бронзовая лопасть ротора
ic2:crafting:42, Бронзовый стержень
ic2:block_cutting_blade:0, Железный режущий диск
ic2:block_cutting_blade:1, Стальной режущий диск
ic2:block_cutting_blade:2, Алмазный режущий диск
ic2:upgrade_kit:0, Набор улучшения МФСУ
ic2:crop_stick, ic2.crop_stick.name
ic2:crop_res:0, Кофейные зёрна
ic2:crop_res:1, Молотый кофе
ic2:crop_res:2, Удобрение
ic2:crop_res:3, Токсичная пыль
ic2:crop_res:4, Хмель
ic2:crop_res:5, Сорняк
ic2:crop_res:6, Milk Wart
ic2:crop_res:7, Oil Berry
ic2:crop_res:8, Bobs-Yer-Uncle-Ranks Berry
ic2:terra_wart, ic2.terra_wart.name
ic2:cropnalyzer, ic2.cropnalyzer.name
ic2:re_battery, ic2.re_battery.name
ic2:advanced_re_battery, ic2.advanced_re_battery.name
ic2:energy_crystal, ic2.energy_crystal.name
ic2:lapotron_crystal, ic2.lapotron_crystal.name
ic2:single_use_battery, ic2.single_use_battery.name
ic2:charging_re_battery, ic2.charging_re_battery.name
ic2:advanced_charging_re_battery, ic2.advanced_charging_re_battery.name
ic2:charging_energy_crystal, ic2.charging_energy_crystal.name
ic2:charging_lapotron_crystal, ic2.charging_lapotron_crystal.name
ic2:heat_storage, ic2.heat_storage.name
ic2:tri_heat_storage, ic2.tri_heat_storage.name
ic2:hex_heat_storage, ic2.hex_heat_storage.name
ic2:plating, ic2.plating.name
ic2:heat_plating, ic2.heat_plating.name
ic2:containment_plating, ic2.containment_plating.name
ic2:heat_exchanger, ic2.heat_exchanger.name
ic2:reactor_heat_exchanger, ic2.reactor_heat_exchanger.name
ic2:component_heat_exchanger, ic2.component_heat_exchanger.name
ic2:advanced_heat_exchanger, ic2.advanced_heat_exchanger.name
ic2:heat_vent, ic2.heat_vent.name
ic2:reactor_heat_vent, ic2.reactor_heat_vent.name
ic2:overclocked_heat_vent, ic2.overclocked_heat_vent.name
ic2:component_heat_vent, ic2.component_heat_vent.name
ic2:advanced_heat_vent, ic2.advanced_heat_vent.name
ic2:neutron_reflector, ic2.neutron_reflector.name
ic2:thick_neutron_reflector, ic2.thick_neutron_reflector.name
ic2:iridium_reflector, ic2.iridium_reflector.name
ic2:rsh_condensator, ic2.rsh_condensator.name
ic2:lzh_condensator, ic2.lzh_condensator.name
ic2:heatpack, ic2.heatpack.name
ic2:uranium_fuel_rod, ic2.uranium_fuel_rod.name
ic2:dual_uranium_fuel_rod, ic2.dual_uranium_fuel_rod.name
ic2:quad_uranium_fuel_rod, ic2.quad_uranium_fuel_rod.name
ic2:mox_fuel_rod, ic2.mox_fuel_rod.name
ic2:dual_mox_fuel_rod, ic2.dual_mox_fuel_rod.name
ic2:quad_mox_fuel_rod, ic2.quad_mox_fuel_rod.name
ic2:lithium_fuel_rod, ic2.lithium_fuel_rod.name
ic2:depleted_isotope_fuel_rod, ic2.depleted_isotope_fuel_rod.name
ic2:tfbp:0, Террачип
ic2:tfbp:1, Террачип "Охлаждение"
ic2:tfbp:2, Террачип "Озеленение"
ic2:tfbp:3, Террачип "Опустынивание"
ic2:tfbp:4, Террачип "Выравнивание"
ic2:tfbp:5, Террачип "Орошение"
ic2:tfbp:6, Террачип "Грибы"
ic2:bronze_axe, ic2.bronze_axe.name
ic2:bronze_hoe, ic2.bronze_hoe.name
ic2:bronze_pickaxe, ic2.bronze_pickaxe.name
ic2:bronze_shovel, ic2.bronze_shovel.name
ic2:bronze_sword, ic2.bronze_sword.name
ic2:cutter, ic2.cutter.name
ic2:debug_item, ic2.debug_item.name
ic2:foam_sprayer:0, Распылитель строительной пены
ic2:foam_sprayer:0, Распылитель строительной пены
ic2:forge_hammer, ic2.forge_hammer.name
ic2:frequency_transmitter, ic2.frequency_transmitter.name
ic2:meter, ic2.meter.name
ic2:tool_box, ic2.tool_box.name
ic2:treetap, ic2.treetap.name
ic2:wrench, ic2.wrench.name
ic2:wrench_new, ic2.wrench_new.name
ic2:crowbar, ic2.crowbar.name
ic2:containment_box, ic2.containment_box.name
ic2:weeding_trowel, ic2.weeding_trowel.name
ic2:crop_seed_bag, ic2.crop_seed_bag.name
ic2:advanced_scanner, ic2.advanced_scanner.name
ic2:chainsaw, ic2.chainsaw.name
ic2:diamond_drill, ic2.diamond_drill.name
ic2:drill, ic2.drill.name
ic2:electric_hoe, ic2.electric_hoe.name
ic2:electric_treetap, ic2.electric_treetap.name
ic2:electric_wrench, ic2.electric_wrench.name
ic2:iridium_drill, ic2.iridium_drill.name
ic2:mining_laser, ic2.mining_laser.name
ic2:nano_saber, ic2.nano_saber.name
ic2:obscurator, ic2.obscurator.name
ic2:scanner, ic2.scanner.name
ic2:wind_meter, ic2.wind_meter.name
ic2:painter:0, Валик
ic2:painter:0, Чёрный валик
ic2:painter:0, Синий валик
ic2:painter:0, Коричневый валик
ic2:painter:0, Бирюзовый валик
ic2:painter:0, Тёмно-серый валик
ic2:painter:0, Зелёный валик
ic2:painter:0, Голубой валик
ic2:painter:0, Светло-серый валик
ic2:painter:0, Лаймовый валик
ic2:painter:0, Сиреневый валик
ic2:painter:0, Оранжевый валик
ic2:painter:0, Розовый валик
ic2:painter:0, Фиолетовый валик
ic2:painter:0, Красный валик
ic2:painter:0, Белый валик
ic2:painter:0, Жёлтый валик
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
ic2:fluid_cell:0, Универсальная жидкостная капсула
