Mod:Item:MetaData, Localized Name
divinerpg:biphronSpawner, Спаунер Бифронов
divinerpg:gorgosionSpawner, Спаунер Горгосионов
divinerpg:wreckAltar, Алтарь Крушителя
divinerpg:quadroticAltar, Алтарь Квадротика
divinerpg:karosAltar, Алтарь Кароса
divinerpg:raglokAltar, Алтарь Раглока
divinerpg:lunicAltar, Лунный алтарь
divinerpg:dreamStone, Камень сновидений
divinerpg:dreamDirt, Земля сновидений
divinerpg:dreamGrass, Трава сновидений
divinerpg:fireCrystal, Огненный кристалл
divinerpg:dreamwoodLog, Dreamwood Log
divinerpg:dreamwoodLeaves, Dreamwood Leaves
divinerpg:lightDreamBricks, Светлые кирпичи сновидений
divinerpg:darkDreamBricks, Светлые кирпичи сновидений
divinerpg:lunaStone, Лунный камень
divinerpg:lunaBrick, Лунные кирпичи
divinerpg:metalCaging, Металлическая клетка
divinerpg:dreamLampOn, Лампа сновидений
divinerpg:dreamLampOff, Лампа сновидений
divinerpg:weedWoodVine, Лоза сорняка
divinerpg:blossomedWeedWoodVine, Расцветшая лоза сорняка
divinerpg:cryptWall, Стена склепа
divinerpg:smoothGlass, Гладкое стекло
divinerpg:villageLamp, Деревенская лампа
divinerpg:cellLamp, Лампа в клетке
divinerpg:barredDoorBlock, Запрещённый блок двери
divinerpg:firelight, Огненный свет
divinerpg:hyrewoodLog, Hyrewood Log
divinerpg:mintwoodLeaves, Мятная листва
divinerpg:redDreamBricks, Красные кирпичи сноведений
divinerpg:karosHeatTileGreen, Горячая зелёная плитка Кароса
divinerpg:karosHeatTileRed, Горячая красная плитка Кароса
divinerpg:firewoodLog, Firewood Log
divinerpg:bacterialAcid, Бактериальная кислота
divinerpg:acidBlock, Кислотный блок
divinerpg:greenEverstone, Зелёный вечный камень
divinerpg:lunicAcid, Лунная кислота
divinerpg:firewoodLeaves, Firewood Leaves
divinerpg:hyrewoodLeaves, Hyrewood Leaves
divinerpg:greenGemTop, Зелёная жемчужина
divinerpg:purpleGemTop, Фиолетовая жемчужина
divinerpg:purpleDulah, Фиолетовый дулах
divinerpg:yellowDulah, Жёлтый дулах
divinerpg:greenDulah, Зелёный дулах
divinerpg:mintwoodLog, Мятная древесина
divinerpg:crackleSpike, Потрескавшийся шип
divinerpg:fernite, Фернит
divinerpg:bulbatobe, Булбатоб
divinerpg:shineGrass, Блестящая трава
divinerpg:shimmer, Мерцание
divinerpg:hiveWalls, Стены улья
divinerpg:dreamglow, Свечение мечты
divinerpg:hyreWoodVine, Хайровая лоза
divinerpg:chamberWall1, Стена комнаты
divinerpg:chamberWall2, Стена комнаты
divinerpg:chamberWall3, Стена комнаты
divinerpg:whiteEverstone, Белый вечный камень
divinerpg:darkEverstone, Тёмный вечный камень
divinerpg:blackHungerstone, Чёрный камень голода
divinerpg:greenHungerstone, Зелёный камень голода
divinerpg:cryptFloor, Пол склепа
divinerpg:hallWall, Стены зала
divinerpg:blueKarosBricks, Синие кирпичи Кароса
divinerpg:blackKarosBricks, Чёрные кирпичи Кароса
divinerpg:infusionTable, Стол наполнения
divinerpg:helioticBeam, Хелиотичный луч
divinerpg:karosCannonBlock, Пушка Кароса
divinerpg:nightmareBedBlock, Блок кровати кошмаров
divinerpg:divineSlab:0, Divine Slab
divinerpg:divineSlabDouble:0, Divine Slab
divinerpg:edenDirt, Земля Эдема
divinerpg:wildwoodDirt, Земля Дикого леса
divinerpg:apalachiaDirt, Земля Апалачии
divinerpg:skythernDirt, Земля Небесного терна
divinerpg:mortumDirt, Земля Мортума
divinerpg:edenGrass, Трава Эдема
divinerpg:wildwoodGrass, Трава Дикого леса
divinerpg:apalachiaGrass, Трава Апалачии
divinerpg:skythernGrass, Трава Небесного терна
divinerpg:mortumGrass, Трава Мортума
divinerpg:edenOre, Руда Эдема
divinerpg:wildwoodOre, Руда Дикого леса
divinerpg:apalachiaOre, Руда Апалачии
divinerpg:skythernOre, Руда Небесного терна
divinerpg:mortumOre, Руда Мортума
divinerpg:edenBlock, Блок Эдема
divinerpg:wildwoodBlock, Блок Дикого леса
divinerpg:apalachiaBlock, Блок Апалачии
divinerpg:skythernBlock, Блок Небесного терна
divinerpg:mortumBlock, Блок Мортума
divinerpg:edenSapling, Eden Sapling
divinerpg:wildwoodSapling, Wildwood Sapling
divinerpg:apalachiaSapling, Apalachia Sapling
divinerpg:skythernSapling, Skythern Sapling
divinerpg:mortumSapling, Mortum Sapling
divinerpg:edenLeaves, Листва Эдема
divinerpg:wildwoodLeaves, Листва Дикого леса
divinerpg:apalachiaLeaves, Листва Апалачии
divinerpg:skythernLeaves, Листва Небесного терна
divinerpg:mortumLeaves, Листва Мортума
divinerpg:edenLog, Древесина Эдема
divinerpg:wildwoodLog, Древесина Дикого леса
divinerpg:apalachiaLog, Древесина Апалачии
divinerpg:skythernLog, Древесина Небесного терна
divinerpg:mortumLog, Древесина Мортума
divinerpg:edenPlanks, Eden Planks
divinerpg:wildwoodPlanks, Wildwood Planks
divinerpg:apalachiaPlanks, Apalachia Planks
divinerpg:skythernPlanks, Skythern Planks
divinerpg:mortumPlanks, Mortum Planks
divinerpg:edenStairs, Eden Stairs
divinerpg:wildwoodStairs, Wildwood Stairs
divinerpg:apalachiaStairs, Apalachia Stairs
divinerpg:skythernStairs, Skythern Stairs
divinerpg:mortumStairs, Mortum Stairs
divinerpg:twilightStone, Сумеречный камень
divinerpg:wildwoodVine, Лоза Дикого леса
divinerpg:blueFire, Синий Огонь
divinerpg:edenPortal, Портал Эдема
divinerpg:wildwoodPortal, Портал Дикого леса
divinerpg:apalachiaPortal, Портал Апалачии
divinerpg:skythernPortal, Портал Небесного терна
divinerpg:mortumPortal, Портал Мортума
divinerpg:edenTorch, Факел Эдема
divinerpg:edenChest, Сундук Эдема
divinerpg:apalachiaRails, Рельсы Апалачии
divinerpg:moonbulbPlant, Лунная луковица
divinerpg:purpleGlowbonePlant, Фиолетовая светокость
divinerpg:pinkGlowbonePlant, Розовая светокость
divinerpg:skyPlant, Sky Plant
divinerpg:sunbloom, Солнцецвет
divinerpg:edenBrush, Кустарник Эдема
divinerpg:sunBlossom, Солнечный цветок
divinerpg:moonlightFern, Папоротник лунного света
divinerpg:moonBud, Бутон Луны
divinerpg:wildwoodTallgrass, Высокая трава Дикого леса
divinerpg:duskFlower, Сумеречный цветок
divinerpg:duskBloom, Сумеречный цвет
divinerpg:apalachiaTallgrass, Высокая трава Апалачии
divinerpg:skythernBrush, Кустарник Небесного терна
divinerpg:dustLily, Пыльная лилия
divinerpg:dustBrambles, Пыльные колючки
divinerpg:demonBrambles, Демонические колючки
divinerpg:eyePlant, Ростки Ока
divinerpg:mortumBrush, Кустарник Мортума
divinerpg:edenSlab:0, Eden Slab
divinerpg:edenSlabDouble:0, Eden Slab
divinerpg:wildwoodSlab:0, Wildwood Slab
divinerpg:wildwoodSlabDouble:0, Wildwood Slab
divinerpg:apalachiaSlab:0, Apalachia Slab
divinerpg:apalachiaSlabDouble:0, Apalachia Slab
divinerpg:skythernSlab:0, Skythern Slab
divinerpg:skythernSlabDouble:0, Skythern Slab
divinerpg:mortumSlab:0, Mortum Slab
divinerpg:mortumSlabDouble:0, Mortum Slab
divinerpg:arcaniteDirt, Аркановая земля
divinerpg:arcaniteGrass, Трава Арканы
divinerpg:arcaniumOre, Аркановая руда
divinerpg:arcaniumMetal, Аркановый металл
divinerpg:arcaniteTubes, Аркановые трубы
divinerpg:arcaniumPower, Аркановая мощь
divinerpg:dungeonLamp, Подземная лампа
divinerpg:heatTrap, Огненная ловушка
divinerpg:heatTrapOn, Огненная ловушка
divinerpg:soulStone, Камень душ
divinerpg:soulSludge, Осадок душ
divinerpg:degradedBrick, Испорченные кирпичи
divinerpg:darkDegradedBrick, Тёмные испорченные кирпичи
divinerpg:ancientBrick, Древний кирпич
divinerpg:ancientStone, Древний камень
divinerpg:lightDegradedBrick, Светлые испорченные кирпичи
divinerpg:stainedGlass, Окрашенное стекло
divinerpg:stainedGlass2, Окрашенное стекло
divinerpg:stainedGlass3, Окрашенное стекло
divinerpg:stainedGlass4, Окрашенное стекло
divinerpg:stainedGlass5, Окрашенное стекло
divinerpg:stainedGlass6, Окрашенное стекло
divinerpg:stainedGlass7, Окрашенное стекло
divinerpg:stainedGlass8, Окрашенное стекло
divinerpg:dungeonPrisonerSpawner, Спаунер Подземельного заключённого
divinerpg:razorbackSpawner, Спаунер Разорбека
divinerpg:deathHoundSpawner, Спаунер гончей смерти
divinerpg:deathcryxSpawner, Спаунер Дефкрикса
divinerpg:livingStatueSpawner, Спаунер Живой статуи
divinerpg:roamerSpawner, Спаунер Бродяги
divinerpg:ancientTile, Древняя плитка
divinerpg:starBridge, Звёздный мост
divinerpg:starBridgeOn, Звёздный мост
divinerpg:soulSludgeDoor, Дверь из осадка душ
divinerpg:ancientBrickDoor, Дверь из древнего кирпича
divinerpg:soulStoneDoor, Дверь из камня душ
divinerpg:degradedBrickDoor, Дверь из ржавого кирпича
divinerpg:dramixAltar, Драмиксовый алтарь
divinerpg:parasectaAltar, Парасектовый алтарь
divinerpg:arcanaExtractor, Аркановый экстрактор
divinerpg:arcanaPortal, Портал Арканы
divinerpg:arcanaPortalFrame, Рамка портала Арканы
divinerpg:arcanaHardPortalFrame, Рамка усложнённого портала Арканы
divinerpg:aquamarinePlant, Аквамариновое растение
divinerpg:eucalyptusPlant, Эвкалипт
divinerpg:hitchakPlant, Хитчак
divinerpg:veiloPlant, Вейло
divinerpg:lamonaPlant, Ламона
divinerpg:marsinePlant, Марсин
divinerpg:firestockPlant, Файрсток
divinerpg:pinflyPlant, Пинфлай
divinerpg:eucalyptus, Эвкалипт
divinerpg:eucalyptusPlanks, Доски из эвкалипта
divinerpg:greenlightFurnace, Печь зелёного света
divinerpg:greenlightFurnaceOn, Печь зелёного света
divinerpg:oceanfireFurnace, Печка океанского огня
divinerpg:oceanfireFurnaceOn, Печь океанского огня
divinerpg:moltenFurnace, Расплавленная печь
divinerpg:moltenFurnaceOn, Расплавленная печь
divinerpg:whitefireFurnace, Печь белого огня
divinerpg:whitefireFurnaceOn, Печь белого огня
divinerpg:moonlightFurnace, Печь лунного света
divinerpg:moonlightFurnaceOn, Печь лунного света
divinerpg:demonFurnace, Демоническая печь
divinerpg:demonFurnaceOn, Демоническая печь
divinerpg:arcaniumTorch, Факел Арканы
divinerpg:elevantium, Элевантиум
divinerpg:arcaniteRails, Арканитовые рельсы
divinerpg:acceleron, Асселерон
lightsabers:lightsaber_crystal:0, Lightsaber Crystal
lightsabers:lightsaber_crystal:1, Lightsaber Crystal
lightsabers:lightsaber_crystal:2, Lightsaber Crystal
lightsabers:lightsaber_crystal:3, Lightsaber Crystal
lightsabers:lightsaber_crystal:4, Lightsaber Crystal
lightsabers:lightsaber_crystal:5, Lightsaber Crystal
lightsabers:lightsaber_crystal:6, Lightsaber Crystal
lightsabers:lightsaber_crystal:7, Lightsaber Crystal
lightsabers:lightsaber_crystal:8, Lightsaber Crystal
lightsabers:lightsaber_crystal:9, Lightsaber Crystal
lightsabers:lightsaber_crystal:10, Lightsaber Crystal
lightsabers:lightsaber_crystal:11, Lightsaber Crystal
lightsabers:lightsaber_crystal:12, Lightsaber Crystal
lightsabers:lightsaber_crystal:13, Lightsaber Crystal
lightsabers:lightsaber_crystal:14, Lightsaber Crystal
lightsabers:lightsaber_crystal:15, Lightsaber Crystal
lightsabers:lightsaber_crystal:16, Lightsaber Crystal
lightsabers:lightsaber_crystal:17, Lightsaber Crystal
lightsabers:lightsaber_forge_light, Lightsaber Forge
lightsabers:lightsaber_forge_dark, Lightsaber Forge
lightsabers:lightsaber_stand, Lightsaber Stand
lightsabers:disassembly_station, Disassembly Station
lightsabers:sith_coffin, Sith Sarcophagus
lightsabers:sith_stone_coffin, Stone Sith Coffin
lightsabers:holocron:0, Jedi Holocron
lightsabers:holocron:1, Sith Holocron
lightsabers:light_forcestone:0, Light Forcestone
lightsabers:light_forcestone:1, Light Inscribed Forcestone
lightsabers:light_forcestone:2, Light Forcestone Pillar
lightsabers:light_forcestone:5, Light Cracked Forcestone
lightsabers:light_forcestone:6, Light Mossy Forcestone
lightsabers:light_activated_forcestone_pillar, Light Activated Forcestone Pillar
lightsabers:light_forcestone_stairs, Light Forcestone Stairs
lightsabers:dark_forcestone:0, Dark Forcestone
lightsabers:dark_forcestone:1, Dark Inscribed Forcestone
lightsabers:dark_forcestone:2, Dark Forcestone Pillar
lightsabers:dark_forcestone:5, Dark Cracked Forcestone
lightsabers:dark_forcestone:6, Dark Chipped Forcestone
lightsabers:dark_activated_forcestone_pillar, Dark Activated Forcestone Pillar
lightsabers:dark_forcestone_stairs, Dark Forcestone Stairs
lightsabers:forcestone_slab:0, Light Forcestone Slab
lightsabers:forcestone_slab:1, Dark Forcestone Slab
appliedenergistics2:tile.OreQuartz, Руда истинного кварца
appliedenergistics2:tile.OreQuartzCharged, Заряженная руда истинного кварца
appliedenergistics2:tile.BlockMatrixFrame, Каркас матрицы
appliedenergistics2:tile.BlockQuartz, Блок истинного кварца
appliedenergistics2:tile.BlockQuartzPillar, Колонна истинного кварца
appliedenergistics2:tile.BlockQuartzChiseled, Резной блок истинного кварца
appliedenergistics2:tile.BlockQuartzGlass, Кварцевое стекло
appliedenergistics2:tile.BlockQuartzLamp, Энергичное кварцевое стекло
appliedenergistics2:tile.BlockQuartzTorch, Светильник из заряженного кварца
appliedenergistics2:tile.BlockFluix, Изменчивый блок
appliedenergistics2:tile.BlockSkyStone:0, Небесный камень
appliedenergistics2:tile.BlockSkyStone:1, Блок небесного камня
appliedenergistics2:tile.BlockSkyStone:2, Кирпич небесного камня
appliedenergistics2:tile.BlockSkyStone:3, Малый кирпич небесного камня
appliedenergistics2:tile.BlockSkyChest:0, Сундук из небесного камня
appliedenergistics2:tile.BlockSkyChest:1, Сундук из блока небесного камня
appliedenergistics2:tile.BlockSkyCompass, Метеоритный компас
appliedenergistics2:tile.BlockGrinder, Кварцевый дробитель
appliedenergistics2:tile.BlockCrank, Деревянная рукоятка
appliedenergistics2:tile.BlockInscriber, Высекатель
appliedenergistics2:tile.BlockWireless, МЭ беспроводная точка доступа
appliedenergistics2:tile.BlockCharger, Зарядник
appliedenergistics2:tile.BlockTinyTNT, Маленький динамит
appliedenergistics2:tile.BlockSecurity, МЭ терминал безопасности
appliedenergistics2:tile.BlockQuantumRing, МЭ квантовое кольцо
appliedenergistics2:tile.BlockQuantumLinkChamber, МЭ камера квантовой связи
appliedenergistics2:tile.BlockSpatialPylon, Пространственный пилон
appliedenergistics2:tile.BlockSpatialIOPort, Пространственный порт ввода\вывода
appliedenergistics2:tile.BlockCableBus, AE2 кабель и/или шина
appliedenergistics2:tile.BlockController, МЭ контроллер
appliedenergistics2:tile.BlockDrive, МЭ накопитель
appliedenergistics2:tile.BlockChest, МЭ сундук
appliedenergistics2:tile.BlockInterface, МЭ интерфейс
appliedenergistics2:tile.BlockCellWorkbench, Верстак для ячеек
appliedenergistics2:tile.BlockIOPort, МЭ порт ввода\вывода
appliedenergistics2:tile.BlockCondenser, Конденсатор материи
appliedenergistics2:tile.BlockEnergyAcceptor, Приёмщик энергии
appliedenergistics2:tile.BlockVibrationChamber, Вибрационная камера
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Ускоритель роста кристаллов
appliedenergistics2:tile.BlockEnergyCell, Энергетическая ячейка
appliedenergistics2:tile.BlockDenseEnergyCell, Плотная энергетическая ячейка
appliedenergistics2:tile.BlockCreativeEnergyCell, Творческая энергетическая ячейка
appliedenergistics2:tile.BlockCraftingUnit:0, Блок создания
appliedenergistics2:tile.BlockCraftingUnit:1, Блок обработки создания
appliedenergistics2:tile.BlockCraftingStorage:0, 1К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:1, 4К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:2, 16К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:3, 64К хранилище создания
appliedenergistics2:tile.BlockCraftingMonitor:0, Монитор создания
appliedenergistics2:tile.BlockMolecularAssembler, Молекулярный сборщик
appliedenergistics2:tile.BlockLightDetector, Светильник обнаружения света
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Ступеньки из небесного камня
appliedenergistics2:tile.SkyStoneBlockStairBlock, Ступеньки из блока небесного камня
appliedenergistics2:tile.SkyStoneBrickStairBlock, Ступеньки из кирпича небесного камня
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Ступеньки из малого кирпича небесного камня
appliedenergistics2:tile.FluixStairBlock, Изменчивые ступеньки
appliedenergistics2:tile.QuartzStairBlock, Ступеньки из истинного кварца
appliedenergistics2:tile.ChiseledQuartzStairBlock, Ступеньки из резного истинного кварца
appliedenergistics2:tile.QuartzPillarStairBlock, Ступеньки из колонны истинного кварца
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock:0, Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double:0, Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock:0, Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double:0, Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock:0, Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
ae2stuff:Encoder, Кодировщик шаблонов
ae2stuff:Grower, Камера для выращивания кристаллов
ae2stuff:Inscriber, Advanced Inscriber
ae2stuff:Wireless, Wireless Connector
Thaumcraft:blockFluxGoo:0, Заражённая слизь
Thaumcraft:blockFluxGas:0, Заражённый газ
Thaumcraft:blockFluidPure, Очищающая жидкость
Thaumcraft:blockFluidDeath, Жидкая смерть
Thaumcraft:blockCustomOre:0, Киноварь
Thaumcraft:blockCustomOre:1, Грозовая руда
Thaumcraft:blockCustomOre:2, Огненная руда
Thaumcraft:blockCustomOre:3, Ледяная руда
Thaumcraft:blockCustomOre:4, Руда земляного кристалла
Thaumcraft:blockCustomOre:5, Руда кристалла порядка
Thaumcraft:blockCustomOre:6, Энтропийная руда
Thaumcraft:blockCustomOre:7, Янтарная руда
Thaumcraft:blockMagicalLog:0, Древесина великого дерева
Thaumcraft:blockMagicalLog:1, Древесина серебряного дерева
Thaumcraft:blockMagicalLeaves:0, Листва великого дерева
Thaumcraft:blockMagicalLeaves:1, Листва серебряного дерева
Thaumcraft:blockCustomPlant:0, Саженец великого дерева
Thaumcraft:blockCustomPlant:1, Саженец серебрянного дерева
Thaumcraft:blockCustomPlant:2, Сребролист
Thaumcraft:blockCustomPlant:3, Огненный жемчуг
Thaumcraft:blockCustomPlant:4, Эфирный цветок
Thaumcraft:blockCustomPlant:5, Висомор
Thaumcraft:blockTaint:0, Заражённый камень
Thaumcraft:blockTaint:1, Заражённая земля
Thaumcraft:blockTaint:2, Блок плоти
Thaumcraft:blockTaintFibres:0, Заражённое волокно
Thaumcraft:blockTaintFibres:1, Заражённая трава
Thaumcraft:blockTaintFibres:2, Заражённое растение
Thaumcraft:blockTaintFibres:3, Спороцвет
Thaumcraft:blockCosmeticOpaque:0, Янтарный блок
Thaumcraft:blockCosmeticOpaque:1, Янтарный кирпич
Thaumcraft:blockCosmeticOpaque:2, Усиленное стекло
Thaumcraft:blockCosmeticSolid:0, Обсидиановый тотем
Thaumcraft:blockCosmeticSolid:1, Обсидиановая основа
Thaumcraft:blockCosmeticSolid:2, Камень путешественника
Thaumcraft:blockCosmeticSolid:3, Камень сдерживания
Thaumcraft:blockCosmeticSolid:4, Блок таум-металла
Thaumcraft:blockCosmeticSolid:5, Блок магического жира
Thaumcraft:blockCosmeticSolid:6, Магический камень
Thaumcraft:blockCosmeticSolid:7, Магический кирпич
Thaumcraft:blockCosmeticSolid:8, Заряженный обсидиановый тотем
Thaumcraft:blockCosmeticSolid:9, Голем-деактиватор
Thaumcraft:blockCosmeticSolid:11, Древний камень
Thaumcraft:blockCosmeticSolid:12, Древняя скала
Thaumcraft:blockCosmeticSolid:14, Заросший камень
Thaumcraft:blockCosmeticSolid:15, Древний пьедестал
Thaumcraft:blockCrystal:0, Грозовой кристальный кластер
Thaumcraft:blockCrystal:1, Огненный кристальный кластер
Thaumcraft:blockCrystal:2, Ледяной кристальный кластер
Thaumcraft:blockCrystal:3, Земляной кристальный кластер
Thaumcraft:blockCrystal:4, Кристальный кластер порядка
Thaumcraft:blockCrystal:5, Энтропийный кристальный кластер
Thaumcraft:blockCrystal:6, Смешанный кристальный кластер
Thaumcraft:blockTube:0, Труба для эссенции
Thaumcraft:blockTube:1, Клапан для эссенции
Thaumcraft:blockTube:2, Алхимическая центрифуга
Thaumcraft:blockTube:3, Фильтрующая труба для эссенции
Thaumcraft:blockTube:4, Буфер для эссенции
Thaumcraft:blockTube:5, Ограничивающая труба для эссенции
Thaumcraft:blockTube:6, Направляющая труба для эссенции
Thaumcraft:blockTube:7, Кристаллизатор эссенции
Thaumcraft:blockMetalDevice:0, Тигель
Thaumcraft:blockMetalDevice:1, Перегонный куб
Thaumcraft:blockMetalDevice:5, Железная решетка
Thaumcraft:blockMetalDevice:7, Магический светильник
Thaumcraft:blockMetalDevice:8, Светильник роста
Thaumcraft:blockMetalDevice:13, Светильник скрещивания
Thaumcraft:blockMetalDevice:9, Алхимическая конструкция
Thaumcraft:blockMetalDevice:3, Улучшенная алхимическая конструкция
Thaumcraft:blockMetalDevice:12, Мнемоническая матрица
Thaumcraft:blockMetalDevice:14, Вис-канал
Thaumcraft:blockMetalDevice:2, Вис-заряжатель
Thaumcraft:blockWoodenDevice:0, Магические меха
Thaumcraft:blockWoodenDevice:1, Магическое ухо
Thaumcraft:blockWoodenDevice:2, Магическая нажимная плита
Thaumcraft:blockWoodenDevice:4, Основа магического бура
Thaumcraft:blockWoodenDevice:5, Магический бур
Thaumcraft:blockWoodenDevice:6, Доски великого дерева
Thaumcraft:blockWoodenDevice:7, Доски серебряного дерева
Thaumcraft:blockWoodenDevice:8, Вымпел
Thaumcraft:blockWoodenDevice:8, Белый вымпел
Thaumcraft:blockWoodenDevice:8, Оранжевый вымпел
Thaumcraft:blockWoodenDevice:8, Пурпурный вымпел
Thaumcraft:blockWoodenDevice:8, Голубой вымпел
Thaumcraft:blockWoodenDevice:8, Жёлтый вымпел
Thaumcraft:blockWoodenDevice:8, Лаймовый вымпел
Thaumcraft:blockWoodenDevice:8, Розовый вымпел
Thaumcraft:blockWoodenDevice:8, Серый вымпел
Thaumcraft:blockWoodenDevice:8, Светло-серый вымпел
Thaumcraft:blockWoodenDevice:8, Бирюзовый вымпел
Thaumcraft:blockWoodenDevice:8, Фиолетовый вымпел
Thaumcraft:blockWoodenDevice:8, Синий вымпел
Thaumcraft:blockWoodenDevice:8, Коричневый вымпел
Thaumcraft:blockWoodenDevice:8, Зелёный вымпел
Thaumcraft:blockWoodenDevice:8, Красный вымпел
Thaumcraft:blockWoodenDevice:8, Чёрный вымпел
Thaumcraft:blockStoneDevice:0, Алхимическая печь
Thaumcraft:blockStoneDevice:1, Магический пьедестал
Thaumcraft:blockStoneDevice:2, Руническая матрица
Thaumcraft:blockStoneDevice:5, Пьедестал перезарядки
Thaumcraft:blockStoneDevice:8, Расщепитель аспектов
Thaumcraft:blockStoneDevice:9, Узел-стабилизатор
Thaumcraft:blockStoneDevice:10, Улучшенный узел-стабилизатор
Thaumcraft:blockStoneDevice:11, Узел-преобразователь
Thaumcraft:blockStoneDevice:12, Магическая ванна
Thaumcraft:blockStoneDevice:13, Набалдашниковый верстак
Thaumcraft:blockStoneDevice:14, Полотёр порчи
Thaumcraft:blockMirror:0, Магическое зеркало
Thaumcraft:blockMirror:6, Зеркало для эссенции
Thaumcraft:blockTable:0, Стол
Thaumcraft:blockTable:14, Стол расщепления
Thaumcraft:blockTable:15, Магический верстак
Thaumcraft:blockChestHungry, Голодный сундук
Thaumcraft:blockArcaneDoor, Магическая дверь
Thaumcraft:blockLifter, Магический подъёмник
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Улучшенная алхимическая печь
Thaumcraft:blockJar:0, Банка
Thaumcraft:blockJar:1, Мозг в банке
Thaumcraft:blockJar:3, Пустотная банка
Thaumcraft:blockCandle:0, Белая свеча
Thaumcraft:blockCandle:1, Оранжевая свеча
Thaumcraft:blockCandle:2, Сиреневая свеча
Thaumcraft:blockCandle:3, Светло-синяя свеча
Thaumcraft:blockCandle:4, Жёлтая свеча
Thaumcraft:blockCandle:5, Лаймовая свеча
Thaumcraft:blockCandle:6, Розовая свеча
Thaumcraft:blockCandle:7, Серая свеча
Thaumcraft:blockCandle:8, Светло-серая свеча
Thaumcraft:blockCandle:9, Бирюзовая свеча
Thaumcraft:blockCandle:10, Фиолетовая свеча
Thaumcraft:blockCandle:11, Синяя свеча
Thaumcraft:blockCandle:12, Коричневая свеча
Thaumcraft:blockCandle:13, Зелёная свеча
Thaumcraft:blockCandle:14, Красная свеча
Thaumcraft:blockCandle:15, Чёрная свеча
Thaumcraft:blockEldritch:4, Светящийся заросший камень
Thaumcraft:blockAiry:0, Узел ауры
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Адская печь
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Пустое место
Thaumcraft:blockPortalEldritch, Древний портал
Thaumcraft:blockEssentiaReservoir:0, Резервуар эссенции
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Лестница из магического камня
Thaumcraft:blockStairsGreatwood, Лестница из великого дерева
Thaumcraft:blockStairsSilverwood, Лестница из серебряного дерева
Thaumcraft:blockStairsEldritch, Лестница из древнего камня
Thaumcraft:blockCosmeticSlabWood:0, Плита из великого дерева
Thaumcraft:blockCosmeticSlabWood:1, Плита из серебряного дерева
Thaumcraft:blockCosmeticSlabStone:0, Плита из магического камня
Thaumcraft:blockCosmeticSlabStone:1, Плита из древнего камня
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Старая ваза
Thaumcraft:blockLootUrn:1, Старая ваза
Thaumcraft:blockLootUrn:2, Старая ваза
Thaumcraft:blockLootCrate:0, Забытый ящик
Thaumcraft:blockLootCrate:1, Забытый ящик
Thaumcraft:blockLootCrate:2, Забытый ящик
Botania:flower:0, Мистический белый цветок
Botania:flower:1, Мистический оранжевый цветок
Botania:flower:2, Мистический сиреневый цветок
Botania:flower:3, Мистический светло-синий цветок
Botania:flower:4, Мистический жёлтый цветок
Botania:flower:5, Мистический лаймовый цветок
Botania:flower:6, Мистический розовый цветок
Botania:flower:7, Мистический серый цветок
Botania:flower:8, Мистический светло-серый цветок
Botania:flower:9, Мистический бирюзовый цветок
