Mod:Item:MetaData, Localized Name
GalacticraftCore:tile.distributor, Распределитель кислородных пузырей
GalacticraftCore:tile.sealer, Уплотнитель кислорода
GalacticraftCore:tile.oxygenDetector, Кислородный датчик
GalacticraftCore:tile.oxygenPipe, Кислородная труба
GalacticraftCore:tile.refinery, Очистительный завод
GalacticraftCore:tile.fuelLoader, Загрузчик топлива
GalacticraftCore:tile.cargo:0, Грузовой загрузчик
GalacticraftCore:tile.cargo:4, Грузовой разгрузчик
GalacticraftCore:tile.rocketWorkbench, Верстак NASA
GalacticraftCore:tile.gcBlockCore:3, Декоративный оловянный блок
GalacticraftCore:tile.gcBlockCore:4, Декоративный оловянный блок
GalacticraftCore:tile.gcBlockCore:5, Медная руда
GalacticraftCore:tile.gcBlockCore:6, Оловянная руда
GalacticraftCore:tile.gcBlockCore:7, Алюминиевая руда
GalacticraftCore:tile.gcBlockCore:8, Кремниевая руда
GalacticraftCore:tile.gcBlockCore:9, Медный блок
GalacticraftCore:tile.gcBlockCore:10, Оловянный блок
GalacticraftCore:tile.gcBlockCore:11, Алюминиевый блок
GalacticraftCore:tile.gcBlockCore:12, Блок метеоритного железа
GalacticraftCore:tile.airLockFrame:0, Каркас воздушного шлюза
GalacticraftCore:tile.airLockFrame:1, Контроллер воздушного шлюза
GalacticraftCore:tile.airLockSeal, Уплотнитель воздушного шлюза
GalacticraftCore:tile.enclosed:14, Герметичный алюминиевый провод
GalacticraftCore:tile.enclosed:15, Герметичный толстый алюминиевый провод
GalacticraftCore:tile.enclosed:1, Герметичная кислородная труба
GalacticraftCore:tile.spaceStationBase, Основание космической станции
GalacticraftCore:tile.dummyblock:0, tile.dummyblock.null.name
GalacticraftCore:tile.parachest, Сундук с парашютом
GalacticraftCore:tile.solar:0, Основная солнечная панель
GalacticraftCore:tile.solar:4, Продвинутая солнечная панель
GalacticraftCore:tile.dish, Коммуникационная тарелка
GalacticraftCore:tile.machine:0, Угольный генератор
GalacticraftCore:tile.machine:12, Компрессор
GalacticraftCore:tile.machine2:0, Электрический компрессор
GalacticraftCore:tile.machine2:4, Производитель микросхем
GalacticraftCore:tile.machine2:8, Модуль «Хранилище кислорода»
GalacticraftCore:tile.machineTiered:0, Модуль «Хранилище энергии»
GalacticraftCore:tile.machineTiered:4, Электропечь
GalacticraftCore:tile.machineTiered:8, Энергетический массив
GalacticraftCore:tile.machineTiered:12, Электрическая дуговая печь
GalacticraftCore:tile.aluminumWire:0, Алюминиевый провод
GalacticraftCore:tile.aluminumWire:1, Толстый алюминиевый провод
GalacticraftCore:tile.glowstoneTorch, Факел из светящегося камня
GalacticraftCore:tile.fallenMeteor, Упавший метеорит
GalacticraftCore:tile.moonBlock:0, Медная руда
GalacticraftCore:tile.moonBlock:1, Оловянная руда
GalacticraftCore:tile.moonBlock:2, Сырная руда
GalacticraftCore:tile.moonBlock:3, Лунный грунт
GalacticraftCore:tile.moonBlock:4, Лунный камень
GalacticraftCore:tile.moonBlock:5, Лунный дёрн
GalacticraftCore:tile.moonBlock:14, Кирпич лунной сокровищницы
GalacticraftCore:tile.cheeseBlock, Блок сыра
GalacticraftCore:tile.spinThruster, Вращающий двигатель
GalacticraftCore:tile.viewScreen, Экран отображения
GalacticraftCore:tile.telemetry, Телеметрический блок
GalacticraftCore:tile.arclamp, Дуговая лампа
GalacticraftCore:tile.treasureChest, Сундук с сокровищами
GalacticraftCore:tile.tinStairs1, Оловянные ступеньки
GalacticraftCore:tile.tinStairs2, Оловянные ступеньки
GalacticraftCore:tile.moonStoneStairs, Ступеньки из лунного камня
GalacticraftCore:tile.moonBricksStairs, Ступеньки из кирпича лунной сокровищницы
GalacticraftCore:tile.wallGC:0, Оловянная стена
GalacticraftCore:tile.wallGC:1, Оловянная стена
GalacticraftCore:tile.wallGC:2, Стена из лунного камня
GalacticraftCore:tile.wallGC:3, Стена из кирпича лунной сокровищницы
GalacticraftCore:tile.wallGC:4, Стена из марсианского булыжника
GalacticraftCore:tile.wallGC:5, Стена из кирпича марсианской сокровищницы
GalacticraftCore:slabGCHalf:0, Оловянная плита
GalacticraftCore:slabGCHalf:1, Оловянная плита
GalacticraftCore:slabGCHalf:2, Плита из лунного камня
GalacticraftCore:slabGCHalf:3, Плита из кирпича лунной сокровищницы
GalacticraftCore:slabGCHalf:4, Плита из марсианского булыжника
GalacticraftCore:slabGCHalf:5, Плита из кирпича марсианской сокровищницы
GalacticraftCore:slabGCDouble:0, tile.slabGCDouble.tinSlab.name
GalacticraftCore:slabGCDouble:1, tile.slabGCDouble.tinSlab.name
GalacticraftCore:slabGCDouble:2, tile.slabGCDouble.moonSlab.name
GalacticraftCore:slabGCDouble:3, tile.slabGCDouble.moonBricksSlab.name
GalacticraftCore:slabGCDouble:4, tile.slabGCDouble.marsSlab.name
GalacticraftCore:slabGCDouble:5, tile.slabGCDouble.marsBricksSlab.name
GalacticraftMars:tile.treasureT2, Сундук с сокровищами 2-го уровня
GalacticraftMars:tile.treasureT3, Сундук с сокровищами 3-го уровня
GalacticraftMars:tile.asteroidsBlock:0, Астероидный камень
GalacticraftMars:tile.asteroidsBlock:1, Астероидный камень
GalacticraftMars:tile.asteroidsBlock:2, Астероидный камень
GalacticraftMars:tile.asteroidsBlock:3, Алюминиевая руда
GalacticraftMars:tile.asteroidsBlock:4, Ильменитовая руда
GalacticraftMars:tile.asteroidsBlock:5, Железная руда
GalacticraftMars:tile.walkway, Дорожка
GalacticraftMars:tile.walkwayWire, Дорожка
GalacticraftMars:tile.walkwayOxygenPipe, Дорожка
GalacticraftMars:tile.beamReflector, Лучевой отражатель энергии
GalacticraftMars:tile.beamReceiver, Лучевой приёмник энергии
GalacticraftMars:tile.telepadShort, Короткодистанционный телепорт
GalacticraftMars:tile.telepadFake, tile.telepadFake.name
GalacticraftMars:tile.denseIce, Плотный лёд
GalacticraftMars:tile.minerBase, Основание астрономического шахтёра
GalacticraftMars:tile.minerBaseFull, tile.minerBaseFull.name
GalacticraftMars:tile.sludge, Бактериальный осадок
GalacticraftMars:tile.mars:0, Медная руда
GalacticraftMars:tile.mars:1, Оловянная руда
GalacticraftMars:tile.mars:2, Руда деш
GalacticraftMars:tile.mars:3, Железная руда
GalacticraftMars:tile.mars:4, Марсианский булыжник
GalacticraftMars:tile.mars:5, Марсианский поверхностный камень
GalacticraftMars:tile.mars:6, Марсианский подповерхностный камень
GalacticraftMars:tile.mars:7, Кирпич марсианской сокровищницы
GalacticraftMars:tile.mars:8, Блок деш
GalacticraftMars:tile.mars:9, Марсианский камень
GalacticraftMars:tile.cavernVines, Пещерные лианы
GalacticraftMars:tile.slimelingEgg:0, Красное яйцо слаймлинга
GalacticraftMars:tile.slimelingEgg:1, Синее яйцо слаймлинга
GalacticraftMars:tile.slimelingEgg:2, Жёлтое яйцо слаймлинга
GalacticraftMars:tile.creeperEgg, Яйцо крипера
GalacticraftMars:tile.marsMachine:0, Терраформер
GalacticraftMars:tile.marsMachine:4, Криогенная камера
GalacticraftMars:tile.marsMachine:8, Контроллер запуска
GalacticraftMars:tile.marsMachineT2:0, Сжижитель газа
GalacticraftMars:tile.marsMachineT2:4, Синтезатор метана
GalacticraftMars:tile.marsMachineT2:8, Электролизёр воды
GalacticraftMars:tile.marsCobblestoneStairs, Ступеньки из марсианского булыжника
GalacticraftMars:tile.marsDungeonBricksStairs, Ступеньки из кирпича марсианской сокровищницы
GalacticraftMars:tile.hydrogenPipe, Труба для водорода
ExtraPlanets:tile.mercury:0, Поверхность Меркурия
ExtraPlanets:tile.mercury:1, Подповерхностный грунт Меркурия
ExtraPlanets:tile.mercury:2, Камень Меркурия
ExtraPlanets:tile.mercury:3, Железная руда Меркурия
ExtraPlanets:tile.mercury:4, Оловянная руда Меркурия
ExtraPlanets:tile.mercury:5, Медная руда Меркурия
ExtraPlanets:tile.mercury:6, Ртутная руда Меркурия
ExtraPlanets:tile.mercury:7, Каменные кирпичи Меркурия
ExtraPlanets:tile.mercury:8, Ртутный блок
ExtraPlanets:mercuryGravel, Гравий Меркурия
ExtraPlanets:tile.venus:0, Поверхность Венеры
ExtraPlanets:tile.venus:1, Подповерхностный грунт Венеры
ExtraPlanets:tile.venus:2, Камень Венеры
ExtraPlanets:tile.venus:3, Железная руда Венеры
ExtraPlanets:tile.venus:4, Оловянная руда Венеры
ExtraPlanets:tile.venus:5, Медная руда Венеры
ExtraPlanets:tile.venus:6, Углеродная руда
ExtraPlanets:tile.venus:7, Углеродный блок
ExtraPlanets:tile.venus:8, Каменные кирпичи Венеры
ExtraPlanets:tile.venus:9, Титановый блок
ExtraPlanets:venusGravel, Гравий Венеры
ExtraPlanets:venusSpawner, tile.null.name
ExtraPlanets:veunsDungeonBrick, Кирпич сокровищницы Венеры
ExtraPlanets:tile.treasureChestT4, Сундук с сокровищами 4-го уровня
ExtraPlanets:ashBlock, Блок пепла
ExtraPlanets:volcanicRock, Вулканические породы
ExtraPlanets:tile.ceres:0, Поверхность Цереры
ExtraPlanets:tile.ceres:1, Подповерхностный грунт Цереры
ExtraPlanets:tile.ceres:2, Камень Цереры
ExtraPlanets:tile.ceres:3, Железная руда Цереры
ExtraPlanets:tile.ceres:4, Оловянная руда Цереры
ExtraPlanets:tile.ceres:5, Медная руда Цереры
ExtraPlanets:tile.ceres:6, Урановая руда Цереры
ExtraPlanets:tile.ceres:7, Кирпич сокровищницы Цереры
ExtraPlanets:tile.ceres:8, Урановый блок
ExtraPlanets:ceresGravel, Гравий Цереры
ExtraPlanets:tile.jupiter:0, Поверхность Юпитера
ExtraPlanets:tile.jupiter:1, Подповерхностный грунт Юпитера
ExtraPlanets:tile.jupiter:2, Камень Юпитера
ExtraPlanets:tile.jupiter:3, Железная руда Юпитера
ExtraPlanets:tile.jupiter:4, Оловянная руда Юпитера
ExtraPlanets:tile.jupiter:5, Медная руда Юпитера
ExtraPlanets:tile.jupiter:6, Палладиевая руда Юпитера
ExtraPlanets:tile.jupiter:7, Никелевая руда Юпитера
ExtraPlanets:tile.jupiter:8, Палладиевый блок
ExtraPlanets:tile.jupiter:9, Каменные кирпичи Юпитера
ExtraPlanets:tile.jupiter:10, Руда красного драгоценного камня Юпитера
ExtraPlanets:tile.jupiter:11, Блок красного драгоценного камня
ExtraPlanets:tile.jupiter:12, Никелевый блок
ExtraPlanets:jupiterGravel, Гравий Юпитера
ExtraPlanets:orangeSand, Оранжевый песок
ExtraPlanets:orangeSandstone, Оранжевый песчаник
ExtraPlanets:jupiterSpawner, tile.null.name
ExtraPlanets:jupiterDungeonBrick, Кирпич сокровищницы Юпитера
ExtraPlanets:tile.treasureChestT5, Сундук с сокровищами 5-го уровня
ExtraPlanets:tile.saturn:0, Поверхность Сатурна
ExtraPlanets:tile.saturn:1, Подповерхностный грунт Сатурна
ExtraPlanets:tile.saturn:2, Камень Сатурна
ExtraPlanets:tile.saturn:3, Железная руда Сатурна
ExtraPlanets:tile.saturn:4, Оловянная руда Сатурна
ExtraPlanets:tile.saturn:5, Медная руда Сатурна
ExtraPlanets:tile.saturn:6, Магниевая руда Сатурна
ExtraPlanets:tile.saturn:7, Магниевый блок
ExtraPlanets:tile.saturn:8, Каменные кирпичи Сатурна
ExtraPlanets:tile.saturn:9, Сломанный зараженный камень Сатурна
ExtraPlanets:tile.saturn:10, Зараженный камень Сатурна
ExtraPlanets:tile.saturn:11, Слизневая руда Сатурна
ExtraPlanets:saturnGravel, Гравий Сатурна
ExtraPlanets:saturnSpawner, tile.null.name
ExtraPlanets:saturnDungeonBrick, Кирпич сокровищницы Сатурна
ExtraPlanets:tile.treasureChestT6, Сундук с сокровищами 6-го уровня
ExtraPlanets:tile.uranus:0, Поверхность Урана
ExtraPlanets:tile.uranus:1, Подповерхностный грунт Урана
ExtraPlanets:tile.uranus:2, Камень Урана
ExtraPlanets:tile.uranus:3, Кристалльная руда Урана
ExtraPlanets:tile.uranus:4, Кристалльный блок
ExtraPlanets:tile.uranus:5, Каменные кирпичи Урана
ExtraPlanets:tile.uranus:6, Руда белого драгоценного камня Урана
ExtraPlanets:tile.uranus:7, Блок белого драгоценного камня Урана
ExtraPlanets:uranusSpawner, tile.null.name
ExtraPlanets:uranusDungeonBrick, Кирпич сокровищницы Урана
ExtraPlanets:tile.treasureChestT7, Сундук с сокровищами 7-го уровня
ExtraPlanets:denseIce, Плотный лёд
ExtraPlanets:tile.neptune:0, Поверхность Нептуна
ExtraPlanets:tile.neptune:1, Подповерхностный грунт Нептуна
ExtraPlanets:tile.neptune:2, Камень Нептуна
ExtraPlanets:tile.neptune:3, Железная руда Нептуна
ExtraPlanets:tile.neptune:4, Оловянная руда Нептуна
ExtraPlanets:tile.neptune:5, Медная руда Нептуна
ExtraPlanets:tile.neptune:6, Цинкова руда Нептуна
ExtraPlanets:tile.neptune:7, Цинковый блок
ExtraPlanets:tile.neptune:8, Каменные кирпичи Нептуна
ExtraPlanets:tile.neptune:9, Руда синего драгоценного камня Нептуна
ExtraPlanets:tile.neptune:10, Блок синего драгоценног окамня Нептуна
ExtraPlanets:neptuneSpawner, tile.null.name
ExtraPlanets:neptuneDungeonBrick, Кирпич сокровищницы Нептуна
ExtraPlanets:tile.treasureChestT8, Сундук с сокровищами 8-го уровня
ExtraPlanets:frozenNitrogen, Замороженный азот
ExtraPlanets:tile.pluto:0, Поверхность Плутона
ExtraPlanets:tile.pluto:1, Подповерхностный грунт Плутона
ExtraPlanets:tile.pluto:2, Камень Плутона
ExtraPlanets:tile.pluto:3, Железная руда Плутона
ExtraPlanets:tile.pluto:4, Оловянная руда Плутона
ExtraPlanets:tile.pluto:5, Медная руда Плутона
ExtraPlanets:tile.pluto:6, Вольфрамовая руда Плутона
ExtraPlanets:tile.pluto:7, Вольфрамовый блок
ExtraPlanets:tile.pluto:8, Каменные кирпичи Плутона
ExtraPlanets:plutoSpawner, tile.null.name
ExtraPlanets:plutoDungeonBrick, Кирпич сокровищницы Плутона
ExtraPlanets:tile.treasureChestT9, Сундук с сокровищами 9-го уровня
ExtraPlanets:plutoGravel, Гравий Плутона
ExtraPlanets:tile.eris:0, Поверхность Эриды
ExtraPlanets:tile.eris:1, Подповерхностный грунт Эриды
ExtraPlanets:tile.eris:2, Камень Эриды
ExtraPlanets:tile.eris:3, Железная руда Эриды
ExtraPlanets:tile.eris:4, Оловянная руда Эриды
ExtraPlanets:tile.eris:5, Медная руда Эриды
ExtraPlanets:tile.eris:6, Каменные кирпичи Эриды
ExtraPlanets:tile.eris:7, Руда тёмного железа Эриды
ExtraPlanets:tile.eris:8, Блок тёмного железа Эриды
ExtraPlanets:erisSpawner, tile.null.name
ExtraPlanets:erisDungeonBrick, Кирпич сокровищницы Эриды
ExtraPlanets:tile.treasureChestT10, Сундук с сокровищами 10-го уровня
ExtraPlanets:erisGravel, Гравий Эриды
ExtraPlanets:tile.kepler22b:0, Земля Кеплер-22 b
ExtraPlanets:tile.kepler22b:1, Камень Кеплер-22 b
ExtraPlanets:tile.kepler22b:2, Железная руда Кеплер-22 b
ExtraPlanets:tile.kepler22b:3, Медная руда Кеплер-22 b
ExtraPlanets:tile.kepler22b:4, Оловянная руда Кеплер-22 b
ExtraPlanets:tile.kepler22b:5, Руда плотного угля Кеплер-22 b
ExtraPlanets:tile.kepler22b:6, Руда синего алмаза Кеплер-22 b
ExtraPlanets:tile.kepler22b:7, Руда красного алмаза Кеплер-22 b
ExtraPlanets:tile.kepler22b:8, Руда фиолетового алмаза Кеплер-22 b
ExtraPlanets:tile.kepler22b:9, Руда жёлтого алмаза Кеплер-22 b
ExtraPlanets:tile.kepler22b:10, Руда зелёного алмаза Кеплер-22 b
ExtraPlanets:tile.kepler22b:11, Каменные кирпичи Кеплер-22 b
ExtraPlanets:tile.kepler22b:12, Булыжник Кеплер-22 b
ExtraPlanets:tile.kepler22b:13, Платиновая руда Кеплер-22 b
ExtraPlanets:tile.kepler22b:14, Платиновый блок
ExtraPlanets:kepler22bGrass, Блок травы Кеплер-22 b
ExtraPlanets:kepler22bBlueGrass, Блок синей травы Кеплер-22 b
ExtraPlanets:kepler22bPurpleGrass, Блок фиолетовой травы Кеплер-22 b
ExtraPlanets:kepler22bRedGrass, Блок красной травы Кеплер-22 b
ExtraPlanets:kepler22bYellowGrass, Блок жёлтой травы Кеплер-22 b
ExtraPlanets:kepler22bInfectedGrass, Зараженное стекло Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:1, Средняя синяя трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:2, Высокая синяя трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:3, Низкая красная трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:4, Средняя красная трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:5, Высокая красная трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:6, Низкая фиолетовая трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:7, Средняя фиолетовая трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:8, Высокая фиолетовая трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:9, Низкая жёлтая трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:10, Средняя жёлтая трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:11, Высокая жёлтая трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:12, Низкая коричневая трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:13, Средняя коричневая трава Кеплер-22 b
ExtraPlanets:tile.kepler22bFlowers:14, Высокая коричневая трава Кеплер-22 b
ExtraPlanets:redSand, Красный песок
ExtraPlanets:redSandstone, Красный песчаник
ExtraPlanets:tile.europa:0, Поверхность Европы
ExtraPlanets:tile.europa:1, Подповерхностный грунт Европы
ExtraPlanets:tile.europa:2, Камень Европы
ExtraPlanets:tile.europa:3, Железная руда Европы
ExtraPlanets:tile.europa:4, Оловянная руда Европы
ExtraPlanets:tile.europa:5, Медная руда Европы
ExtraPlanets:europaGravel, Гравий Европы
ExtraPlanets:tile.io:0, Поверхность Ио
ExtraPlanets:tile.io:1, Подповерхностный грунт Ио
ExtraPlanets:tile.io:2, Камень Ио
ExtraPlanets:tile.io:3, Железная руда Ио
ExtraPlanets:tile.io:4, Оловянная руда Ио
ExtraPlanets:tile.io:5, Медная руда Ио
ExtraPlanets:ioGravel, Гравий Ио
ExtraPlanets:tile.deimos:0, Поверхность Деймоса
ExtraPlanets:tile.deimos:1, Подповерхностный грунт Деймоса
ExtraPlanets:tile.deimos:2, Камень Деймоса
ExtraPlanets:tile.deimos:3, Железная руда Деймоса
ExtraPlanets:tile.deimos:4, Оловянная руда Деймоса
ExtraPlanets:tile.deimos:5, Медная руда Деймоса
ExtraPlanets:tile.deimos:6, Свинцовая руда Деймоса
ExtraPlanets:deimosGravel, Гравий Деймоса
ExtraPlanets:tile.phobos:0, Поверхность Фобоса
ExtraPlanets:tile.phobos:1, Подповерхностный грунт Фобоса
ExtraPlanets:tile.phobos:2, Камень Фобоса
ExtraPlanets:tile.phobos:3, Железная руда Фобоса
ExtraPlanets:tile.phobos:4, Оловянная руда Фобоса
ExtraPlanets:tile.phobos:5, Медная руда Фобоса
ExtraPlanets:tile.phobos:6, Свинцовая руда Фобоса
ExtraPlanets:phobosGravel, Гравий Фобоса
ExtraPlanets:tile.triton:0, Поверхность Тритона
ExtraPlanets:tile.triton:1, Подповерхностный грунт Тритона
ExtraPlanets:tile.triton:2, Камень Тритона
ExtraPlanets:tile.triton:3, Железная руда Тритона
ExtraPlanets:tile.triton:4, Оловянная руда Тритона
ExtraPlanets:tile.triton:5, Медная руда Тритона
ExtraPlanets:tritonGravel, Гравий Тритона
ExtraPlanets:tile.callisto:0, Поверхность Каллисто
ExtraPlanets:tile.callisto:1, Подповерхностный грунт Каллисто
ExtraPlanets:tile.callisto:2, Камень Каллисто
ExtraPlanets:tile.callisto:3, Железная руда Каллисто
ExtraPlanets:tile.callisto:4, Оловянная руда Каллисто
ExtraPlanets:tile.callisto:5, Медная руда Каллисто
ExtraPlanets:callistoGravel, Гравий Каллисто
ExtraPlanets:tile.ganymede:0, Поверхность Ганимеда
ExtraPlanets:tile.ganymede:1, Подповерхностный грунт Ганимеда
ExtraPlanets:tile.ganymede:2, Камень Ганимеда
ExtraPlanets:tile.ganymede:3, Железная руда Ганимеда
ExtraPlanets:tile.ganymede:4, Оловянная руда Ганимеда
ExtraPlanets:tile.ganymede:5, Медная руда Ганимеда
ExtraPlanets:ganymedeGravel, Гравий Ганимеда
ExtraPlanets:tile.rhea:0, Поверхность Реи
ExtraPlanets:tile.rhea:1, Подповерхностный грунт Реи
ExtraPlanets:tile.rhea:2, Камень Реи
ExtraPlanets:tile.rhea:3, Железная руда Реи
ExtraPlanets:tile.rhea:4, Оловянная руда Реи
ExtraPlanets:tile.rhea:5, Медная руда Реи
ExtraPlanets:rheaGravel, Гравий Реи
ExtraPlanets:tile.titan:0, Поверхность Титана
ExtraPlanets:tile.titan:1, Подповерхностный грунт Титана
ExtraPlanets:tile.titan:2, Камень Титана
ExtraPlanets:tile.titan:3, Железная руда Титана
ExtraPlanets:tile.titan:4, Оловянная руда Титана
ExtraPlanets:tile.titan:5, Медная руда Титана
ExtraPlanets:tile.titan:6, Метановая поверхность Титана
ExtraPlanets:tile.titan:7, Метановый подповерхностный грунт Титана
ExtraPlanets:tile.titan:8, Камни Титана
ExtraPlanets:titanGravel, Гравий Титана
ExtraPlanets:oberon:0, Поверхность Оберона
ExtraPlanets:oberon:1, Подповерхностный грунт Оберона
ExtraPlanets:oberon:2, Камень Оберона
ExtraPlanets:oberon:3, Железная руда Оберона
ExtraPlanets:oberon:4, Оловянная руда Оберона
ExtraPlanets:oberon:5, Медная руда Оберона
ExtraPlanets:oberonGravel, Гравий Оберона
ExtraPlanets:titania:0, Поверхность Титании
ExtraPlanets:titania:1, Подповерхностный грунт Титании
ExtraPlanets:titania:2, Камень Титании
ExtraPlanets:titania:3, Железная руда Титании
ExtraPlanets:titania:4, Оловянная руда Титании
ExtraPlanets:titania:5, Медная руда Титании
ExtraPlanets:titaniaGravel, Гравий Титании
ExtraPlanets:iapetus:0, Поверхность Япета
ExtraPlanets:iapetus:1, Подповерхностный грунт Япета
ExtraPlanets:iapetus:2, Камень Япета
ExtraPlanets:iapetus:3, Железная руда Япета
ExtraPlanets:iapetus:4, Оловянная руда Япета
ExtraPlanets:iapetus:5, Медная руда Япета
ExtraPlanets:iapetus:6, Лёд Япета
ExtraPlanets:iapetusGravel, Гравий Япета
ExtraPlanets:fossil, Блок ископаемых
ExtraPlanets:nuclearBomb, Ядерная бомба
ExtraPlanets:fireBomb, Огненная бомба
ExtraPlanets:tile.advancedLaunchPad:0, Взлётная площадка 2-го уровня
ExtraPlanets:tile.advancedLaunchPad:1, Взлётная площадка 3-го уровня
ExtraPlanets:tile.advancedLaunchPad:2, Заправочная площадка для транспорта
ExtraPlanets:tile.advancedLaunchPadFull, Взлётная площадка 2/3 уровня
ExtraPlanets:tile.decorativeBlocks:0, Мрамор
ExtraPlanets:tile.decorativeBlocks:1, Мраморный блок
ExtraPlanets:tile.decorativeBlocks:2, Снежные кирпичи
ExtraPlanets:tile.decorativeBlocks:3, Ледянные кирпичи
ExtraPlanets:tile.decorativeBlocks:4, Огненные кирпичи
ExtraPlanets:tile.decorativeBlocks:5, Чёрно-белая кафельная плитка
ExtraPlanets:tile.decorativeBlocks:6, Мраморная кафельная плитка
ExtraPlanets:tile.decorativeBlocks:7, Сломанная мраморная кафельная плитка
ExtraPlanets:tile.decorativeBlocks:8, Металлическая сетка
ExtraPlanets:tile.decorativeBlocks:9, Кирпичи из замороженного азота
ExtraPlanets:tile.decorativeBlocks:10, Кирпичи из вулканических пород
ExtraPlanets:tile.decorativeBlocks:11, Углеродный кафельный пол
ExtraPlanets:tile.decorativeBlocks:12, Сломанный углеродный кафельный пол
ExtraPlanets:tile.decorativeBlocks:13, Магниевый кафельный пол
ExtraPlanets:tile.decorativeBlocks:14, Сломанный магниевый пол
ExtraPlanets:tile.decorativeBlocks:15, Пепельные кирпичи
ExtraPlanets:tile.decorativeBlocks2:0, Белый блок
ExtraPlanets:tile.decorativeBlocks2:1, Красный блок
ExtraPlanets:tile.decorativeBlocks2:2, Синий блок
ExtraPlanets:tile.decorativeBlocks2:3, Светло-синий блок
ExtraPlanets:tile.decorativeBlocks2:4, Жёлтый блок
ExtraPlanets:tile.decorativeBlocks2:5, Зелёный блок
ExtraPlanets:slimeBlock, Слизневый блок
ExtraPlanets:tile.diamond_grit, Алмазная крошка
ExtraPlanets:tile.gold_grit, Золотая крошка
ExtraPlanets:tile.iron_grit, Железная крошка
ExtraPlanets:tile.coal_grit, Угольная крошка
ExtraPlanets:tile.emerald_grit, Изумрудная крошка
ExtraPlanets:tile.kepler22bMapleLogs:0, Синий дуб Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleLogs:1, Красный дуб Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleLogs:2, Фиолетовый дуб Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleLogs:3, Жёлтый дуб Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleLogs2:0, Зелёный дуб Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleLogs2:1, Коричневый дуб Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleSaplings:0, Саженец синего дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleSaplings:1, Саженец красного дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleSaplings:2, Саженец фиолетового дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleSaplings:3, Саженец жёлтого дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleSaplings:4, Саженец зелёного дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bMapleSaplings:5, Саженец коричневого дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bNewMapleLeaves:0, Листва синего дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bNewMapleLeaves:1, Листва красного дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bNewMapleLeaves:2, Листва фиолетового дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bNewMapleLeaves:3, Листва жёлтого дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bNewMapleLeaves2:0, Листва зелёного дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bNewMapleLeaves2:1, Листва коричневого дуба Кеплер-22 b
ExtraPlanets:tile.kepler22bPlanks:0, Синие доски Кеплер-22 b
ExtraPlanets:tile.kepler22bPlanks:1, Красные доски Кеплер-22 b
ExtraPlanets:tile.kepler22bPlanks:2, Фиолетовые доски Кеплер-22 b
ExtraPlanets:tile.kepler22bPlanks:3, Жёлтые доски Кеплер-22 b
ExtraPlanets:tile.kepler22bPlanks:4, Зелёные доски Кеплер-22 b
ExtraPlanets:tile.kepler22bPlanks:5, Коричневые доски Кеплер-22 b
ExtraPlanets:mercuryStonehalfslab:0, Полублок из камня Меркурия
ExtraPlanets:mercuryStonefullslab:0, Полублок из камня Меркурия
ExtraPlanets:mercuryStoneStairs, Ступеньки из камня Меркурия
ExtraPlanets:mercuryStoneBrickStairs, Ступеньки из кирпича сокровищницы Меркурия
ExtraPlanets:venusStonehalfslab:0, Полублок из камня Венеры
ExtraPlanets:venusStonefullslab:0, Полублок из камня Венеры
ExtraPlanets:venusStoneStairs, Ступеньки из камня Венеры
ExtraPlanets:venusStoneBrickStairs, Ступеньки из кирпича сокровищницы Венеры
ExtraPlanets:venusDungeonBrickStonehalfslab:0, Полублок из кирпича сокровищницы Венеры
ExtraPlanets:venusDungeonBrickStonefullslab:0, Полублок из кирпича сокровищницы Венеры
